match_id,radiant_win
6,0.8363389513098477
7,0.7790124813772766
10,0.2010004684898551
13,0.8679670358194949
16,0.2591267532634037
18,0.3980314658264612
19,0.5600445998271774
24,0.5856319832921955
33,0.22872659356739772
37,0.6875206287964553
41,0.16503297124389252
42,0.34302130523966445
55,0.25367569256069966
60,0.6896158423354174
62,0.5712285719232164
63,0.6383432066598873
64,0.0956574318521965
71,0.573736601875963
72,0.3401157386387126
83,0.5331019579798363
85,0.793746955709891
89,0.9357162860368388
92,0.777478881652012
100,0.9633610681023744
102,0.8938809970897637
108,0.5645775343746
111,0.7919690224516083
126,0.20271831502984222
130,0.057045647629557335
140,0.8035050581700759
141,0.27040605758331826
152,0.8499655720250662
153,0.7606393835751005
159,0.5828949497583709
160,0.6131893884307619
163,0.6267508460708917
178,0.5812939105994279
179,0.365043740086672
181,0.6924591398304615
196,0.15310400137156682
206,0.12717322355116886
209,0.5665726681459435
216,0.5673111178171383
228,0.08411160716898951
230,0.4406409551275068
242,0.7324175730884386
245,0.18307327161576759
261,0.5271163603603941
274,0.5015456448540476
282,0.7617214214294776
289,0.5447487180691916
296,0.10635481892881728
297,0.6340738340278148
302,0.3159037461035442
304,0.02439991556359723
313,0.8113041330609089
316,0.4965314877533423
317,0.43185818847591007
344,0.8877271143227172
348,0.7652015513513918
352,0.533324874943559
354,0.576035674851209
361,0.4652125307784161
362,0.23920207961764375
363,0.7565237277823977
365,0.4176785936742845
375,0.3154747947383404
380,0.332344467999637
384,0.5451283258440685
394,0.7904751673427612
399,0.6232050481018938
404,0.7449660941095378
406,0.6712818043070504
430,0.1693379076552969
432,0.34663218908524174
443,0.4719053944651973
463,0.6371910240192182
467,0.5437522283504241
474,0.1965832686799096
488,0.2353871187347354
502,0.9183689411289464
503,0.28163055473137916
507,0.3063791035602537
508,0.4099603561538764
509,0.4675046895027264
516,0.38115598154939984
528,0.29823484529332317
542,0.6196027062961583
547,0.19145949944400464
552,0.5643680716534323
555,0.63461360151245
561,0.6432650104995188
569,0.8190204037564155
575,0.9545656081790095
576,0.8225796134039121
582,0.19894664020494132
585,0.4648749268266483
586,0.5831889193085312
590,0.8202762856774615
592,0.23905493877429146
598,0.421563104956368
599,0.27614383605391757
600,0.746333478136418
601,0.5791173821550725
603,0.3320562073555568
617,0.4915145789520527
628,0.48216506637775086
634,0.15505841962793912
635,0.33089576067333615
639,0.4452882139795039
644,0.6744476673821933
646,0.7548460970081228
650,0.09233493551016608
659,0.8425196158748085
663,0.3902070151650164
668,0.6652355292006372
670,0.4291393901589252
678,0.4399619281083333
679,0.2912378555714645
686,0.7924223026547257
694,0.28825139724166804
696,0.9035511824069562
702,0.8981847589948084
709,0.40693489465680555
712,0.3701221555395823
723,0.2337908230955384
729,0.43939287479176475
733,0.7515339631216901
735,0.4057307279685709
737,0.3808118745283205
749,0.7096269493756728
752,0.49906584528015246
767,0.9256175482646014
771,0.12819397233381755
778,0.5106205580546799
780,0.7607489877241422
790,0.5181380102702086
797,0.38170776073089674
802,0.35011291991217064
805,0.7287219779463295
807,0.7907884004100798
808,0.8581380378566228
811,0.3560475852235264
815,0.13263795504945314
820,0.764535938466011
